Wall time,Step,Value
1769000495.1396286,43,0.12449999898672104
1769000498.6795936,46,0.08240000158548355
1769000530.3554795,72,0.11680000275373459
1769000557.718982,95,0.0820000022649765
1769000649.8578446,159,0.10700000077486038
1769000660.211235,168,0.10909999907016754
1769000753.124106,230,0.3375999927520752
1769000759.2099514,235,0.10909999907016754
1769000784.6899836,256,0.11810000240802765
1769000806.253501,274,0.14079999923706055
1769000864.1014988,309,0.0560000017285347
1769000866.5526397,311,0.1696999967098236
1769000874.6654003,319,0.07109999656677246
1769001008.7396367,422,0.10700000077486038
1769001058.3497698,461,0.4390000104904175
1769001076.666287,475,0.2240999937057495
1769001177.9763987,537,0.15870000422000885
1769001214.4802155,564,0.24220000207424164
1769001235.894012,580,0.2759000062942505
1769001245.4403458,587,0.4997999966144562
1769001328.5956085,635,0.23180000483989716
1769001346.2541928,648,0.3700999915599823
1769001365.6708171,662,0.3398999869823456
1769001379.601176,672,0.272599995136261
1769001454.9482915,715,0.30469998717308044
1769001465.7659109,723,0.3249000012874603
1769001532.180458,772,0.3336000144481659
1769001551.3070798,786,0.14730000495910645
1769001553.9850614,788,0.29649999737739563
1769001592.8854437,803,0.2897999882698059
1769001601.5850194,809,0.2937000095844269
1769001640.527069,837,0.3221000134944916
1769001808.770593,946,0.3686999976634979
1769001844.6983664,972,0.426800012588501
1769001846.1055632,973,0.3237000107765198
1769001853.8287406,979,0.2370000034570694
1769001907.9469328,1006,0.41819998621940613
1769001920.440411,1015,0.335999995470047
1769001984.99631,1064,0.39149999618530273
1769001989.6998315,1067,0.4587000012397766
1769002026.8128016,1094,0.5861999988555908
1769002064.0309124,1105,0.5070000290870667
1769002155.1251893,1162,0.4819999933242798
1769002188.0678935,1181,0.6176999807357788
1769002358.2147965,1262,0.5532000064849854
1769002483.3691752,1317,0.6898999810218811
1769002489.123664,1320,0.7152000069618225
1769002515.5215347,1334,0.7281000018119812
1769002523.0900264,1338,0.7330999970436096
1769002613.3924348,1386,0.7207000255584717
1769002627.0739813,1393,0.654699981212616
1769002693.2558208,1415,0.7020999789237976
1769002718.480365,1427,0.6963000297546387
1769002739.5584192,1437,0.7483999729156494
1769002801.8359725,1467,0.6915000081062317
1769002852.3176117,1492,0.6310999989509583
1769002933.299086,1524,0.7203999757766724
1769002991.2712297,1553,0.593999981880188
1769003022.5063488,1569,0.5831000208854675
1769003053.1593928,1585,0.6427000164985657
1769003107.3960006,1606,0.5498999953269958
1769003170.6820498,1641,0.7342000007629395
1769003269.471089,1692,0.659500002861023
1769003321.8853402,1710,0.7075999975204468
1769003338.608832,1719,0.6421999931335449
1769003363.2712123,1733,0.6518999934196472
1769003366.8963861,1735,0.6492999792098999
1769003372.480228,1738,0.6237000226974487
1769003451.6126149,1782,0.6363000273704529
1769003584.182022,1845,0.6377000212669373
1769003599.6875272,1854,0.6779999732971191
1769003622.8670955,1867,0.6682999730110168
1769003628.2297213,1870,0.7268999814987183
1769003642.7397609,1878,0.6549999713897705
1769003732.1536872,1918,0.7190999984741211
1769003762.1536667,1935,0.6413000226020813
1769003784.9389908,1948,0.5884000062942505
1769003901.635876,2002,0.7400000095367432
1769003965.2659721,2037,0.5364999771118164
1769004039.4098668,2078,0.6840999722480774
1769004073.144313,2097,0.7164000272750854
1769004259.3898342,2188,0.7044000029563904
1769004299.1135898,2200,0.6711000204086304
1769004320.9211981,2212,0.6449999809265137
1769004356.489496,2232,0.628000020980835
1769004365.687356,2237,0.6622999906539917
1769004367.4440577,2238,0.661899983882904
1769004402.694048,2258,0.6875
1769004410.575011,2263,0.6784999966621399
1769004505.0479138,2308,0.6935999989509583
1769004526.4283926,2320,0.6837999820709229
1769004590.7804878,2355,0.7150999903678894
1769004654.0823417,2390,0.6414999961853027
1769004655.7985964,2391,0.6811000108718872
1769004659.2763793,2393,0.6764000058174133
1769004759.58891,2437,0.6159999966621399
1769004792.0339622,2454,0.6297000050544739
1769004795.5364833,2456,0.531499981880188
1769004804.389922,2461,0.6280999779701233
1769004849.9355743,2486,0.7567999958992004
1769004851.7463415,2487,0.7092999815940857
1769004869.6938748,2497,0.6565999984741211
1769004873.1363626,2499,0.6448000073432922
1769004902.2328246,2504,0.6510000228881836
1769004955.3010707,2533,0.6966999769210815
1769004983.1495736,2548,0.670199990272522
1769004994.3021488,2554,0.7073000073432922
1769005257.2148783,2686,0.6869000196456909
1769005377.0063398,2741,0.7239999771118164
1769005401.5053873,2755,0.5735999941825867
1769005461.9219797,2790,0.6190000176429749
1769005665.50527,2897,0.6633999943733215
1769005808.8028674,2968,0.703000009059906
1769005899.1465118,3012,0.6586999893188477
1769005946.8247504,3039,0.727400004863739
1769005952.1882398,3042,0.7444000244140625
1769006073.7581377,3100,0.44369998574256897
1769006183.2447982,3162,0.7099000215530396
1769006247.2166336,3197,0.6111999750137329
1769006325.6894464,3231,0.5631999969482422
1769006349.9804084,3245,0.6310999989509583
1769006353.2901852,3247,0.5092999935150146
1769006354.9462996,3248,0.5782999992370605
1769006475.8289165,3306,0.683899998664856
1769006600.1681354,3377,0.6600000262260437
1769006674.8029764,3409,0.7278000116348267
1769006744.6310897,3450,0.727400004863739
1769006802.5579796,3481,0.7343000173568726
1769007054.8726745,3601,0.6967999935150146
1769007087.0177243,3619,0.6642000079154968
1769007090.7698197,3621,0.6919999718666077
1769007174.3661766,3671,0.7368999719619751
1769007286.7151146,3727,0.6417999863624573
1769007313.1254258,3742,0.6568999886512756
1769007403.201001,3794,0.6916999816894531
1769007459.7667263,3815,0.666100025177002
1769007468.5448947,3820,0.6947000026702881
1769007472.0916965,3822,0.7060999870300293
1769007546.3892908,3865,0.6215000152587891
1769007674.8866315,3929,0.6345999836921692
1769007723.0791717,3957,0.6240000128746033
1769007772.3777463,3985,0.6704000234603882
1769007882.232394,4037,0.6419000029563904
1769007991.8532894,4099,0.6891000270843506
1769008030.4486375,4110,0.6523000001907349
1769008156.138384,4183,0.7376000285148621
1769008180.733337,4197,0.7049000263214111
1769008210.90174,4203,0.6639000177383423
1769008254.862259,4228,0.6352999806404114
1769008263.3083718,4233,0.652400016784668
1769008315.417875,4264,0.6952999830245972
1769008407.161479,4305,0.5805000066757202
1769008428.7269876,4318,0.6516000032424927
1769008431.3809845,4320,0.6643999814987183
1769008587.8316386,4401,0.7421000003814697
