Wall time,Step,Value
1769000495.1396286,43,0.8550990223884583
1769000498.6795936,46,0.8640025854110718
1769000530.3554795,72,0.8745032548904419
1769000557.718982,95,0.8736354112625122
1769000649.8578446,159,0.8562162518501282
1769000660.211235,168,0.8458101153373718
1769000753.124106,230,0.8777976632118225
1769000759.2099514,235,0.8632747530937195
1769000784.6899836,256,0.8735924959182739
1769000806.253501,274,0.8855608701705933
1769000864.1014988,309,0.8902360200881958
1769000866.5526397,311,0.8985322117805481
1769000874.6654003,319,0.9045162796974182
1769001008.7396367,422,0.9352303147315979
1769001058.3497698,461,0.9565149545669556
1769001076.666287,475,0.9574423432350159
1769001177.9763987,537,0.9419851303100586
1769001214.481215,564,0.9520620107650757
1769001235.894012,580,0.9568515419960022
1769001245.4403458,587,0.9781652092933655
1769001328.5956085,635,0.9615670442581177
1769001346.2541928,648,0.9660525918006897
1769001365.6708171,662,0.962234377861023
1769001379.601176,672,0.9672017097473145
1769001454.9482915,715,0.972564697265625
1769001465.7659109,723,0.9744152426719666
1769001532.180458,772,0.9645895957946777
1769001551.3070798,786,0.971900463104248
1769001553.9850614,788,0.9727510809898376
1769001592.8854437,803,0.9653531312942505
1769001601.5850194,809,0.9773299694061279
1769001640.527069,837,0.9702653288841248
1769001808.7715936,946,0.954562783241272
1769001844.6983664,972,0.951518714427948
1769001846.1055632,973,0.9488189220428467
1769001853.8287406,979,0.9594288468360901
1769001907.9469328,1006,0.9458601474761963
1769001920.440411,1015,0.9448745250701904
1769001984.99631,1064,0.9629551768302917
1769001989.6998315,1067,0.9639925360679626
1769002026.8128016,1094,0.962763786315918
1769002064.0309124,1105,0.9643359780311584
1769002155.1251893,1162,0.954738199710846
1769002188.0678935,1181,0.9733216762542725
1769002358.2147965,1262,0.9380658864974976
1769002483.3691752,1317,0.9335048794746399
1769002489.123664,1320,0.9344015717506409
1769002515.5215347,1334,0.9276211261749268
1769002523.0900264,1338,0.9267995953559875
1769002613.3924348,1386,0.9137436151504517
1769002627.0739813,1393,0.9088435769081116
1769002693.2558208,1415,0.921028733253479
